contig,0,1,Genome
contig-1000603,-3.831976487807936,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-2000342,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-45000655,-3.844265722401509,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-8000131,0.25089027589639823,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-3000528,-1.890075625173012,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-5000408,0.1680648153393447,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-4000661,-0.15182410903723093,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-26000901,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-7000289,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-7000281,-0.5164524427123925,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-10000641,-1.2852299157431446,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-10000644,0.0056919048265838814,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-20000388,-1.786743484489987,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-17000744,1.4817995878660877,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-808,-1.8578809512519368,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-2000269,-1.9868478405124168,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-5000793,-0.15784724343890838,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-12000034,-0.8438565776230358,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-5000862,0.3331481201317742,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-5000860,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-1000574,-3.894377601037639,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-229,-3.841752479933074,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-8000647,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-10000953,0.1514238052141621,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-6000222,-1.8763355965515027,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-1000722,0.3281866064885356,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-20000309,-1.7018742007440129,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-3000396,-3.84354246732112,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-14000755,-1.8508490578404089,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-8000812,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-21000398,-3.808130124666402,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-6000974,-3.82353102926803,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-5000081,-0.001801070928375225,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-5000087,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-5000552,-1.9089474826495931,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-1000118,-1.8729978952183224,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-1000113,-1.8392481727273664,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-8000955,-3.875910930205188,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-8000483,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-2001019,0.2385840265117601,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-3000454,0.4647419832275673,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-11000952,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-9000549,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-9000546,-1.4446025714858153,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-6000642,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-6000644,-1.7148362776566661,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-703,-3.8475489725918215,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-11000331,-3.8404983012989433,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-16000949,-3.905283902926138,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-5000900,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-5000903,-1.9259779550132576,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-5000905,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-15000431,-1.8111606390076187,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-7000753,0.6345430527966858,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-144,-1.8834877806853183,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-2000463,0.269558604770068,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-5000000,-0.011108547369338969,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-1000996,-1.8846295335306376,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-5000823,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-7000366,-0.04834864223846734,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-14000925,-3.8459449997383683,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-2000942,-3.8399749554327416,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-13000362,-3.680531864558044,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-13000705,-0.9481136225390336,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-6000837,-1.86320123790506,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-1000352,0.12036443941451865,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-7000932,-1.8179904194219112,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-2000631,-1.9175333459557835,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-6000312,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-1000654,0.3937137600483096,6.241063606652569e-13,Eubacterium_rectale_M104/1
contig-8000143,-3.7909605862987856,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-9000428,-3.753716547528073,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
contig-10000363,5.177527127227538,6.241063606652569e-13,Eubacterium_rectale_ATCC_33656
contig-1000097,-1.7925172512955656,6.241063606652569e-13,Eubacterium_siraeum_V10Sc8a
contig-3000026,-3.778238688268103,6.241063606652569e-13,Eubacterium_eligens_ATCC_27750
